id,year,platform,publisher,genre,na_sales,eu_sales,jp_sales,ot_sales,gb_sales
2491,2008,7,72,4,0.34,0.04,0.36,0.08,0.82
2492,2008,6,4,6,0.29,0.4,0,0.13,0.82
2493,2013,11,8,1,0.62,0.13,0,0.07,0.82
2494,2012,6,4,9,0.67,0.07,0,0.07,0.82
2495,2000,3,25,4,0,0,0.81,0,0.81
2496,2006,4,32,9,0.73,0.03,0,0.06,0.81
2497,2000,7,40,10,0.4,0.31,0,0.1,0.81
2498,1994,8,120,11,0,0,0.81,0,0.81
2499,2007,17,4,6,0.33,0.25,0.07,0.17,0.81
2500,2000,13,26,4,0.06,0.04,0.66,0.05,0.81
2501,1994,8,69,5,0,0,0.81,0,0.81
2502,2000,13,8,3,0.45,0.31,0,0.05,0.81
2503,2010,1,8,1,0.77,0,0,0.05,0.81
2504,2004,19,1,9,0.63,0.16,0,0.02,0.81
2505,1999,13,15,1,0,0,0.76,0.05,0.81
2506,2015,11,5,6,0.32,0.35,0,0.13,0.81
2507,1999,13,25,4,0.07,0.05,0.63,0.05,0.81
2508,2011,17,54,4,0,0,0.81,0,0.81
2509,2009,5,15,1,0.12,0.58,0.03,0.08,0.81
2510,1999,12,29,9,0.68,0.12,0,0.01,0.81
2511,1987,2,13,2,0.45,0.08,0.27,0.01,0.81
2512,2004,7,6,7,0.4,0.31,0,0.1,0.81
2513,2014,6,20,9,0.33,0.35,0,0.13,0.81
2514,1994,8,1,4,0,0,0.81,0,0.81
2515,2009,5,36,3,0.32,0.4,0,0.09,0.81
2516,2012,10,38,5,0.2,0.26,0.3,0.04,0.81
2517,1998,13,11,5,0.45,0.31,0,0.05,0.81
2518,2015,18,20,9,0.43,0.3,0.01,0.07,0.81
2519,2009,6,8,1,0.75,0,0,0.06,0.81
2520,2008,1,102,9,0.52,0.21,0,0.07,0.81
2521,1998,13,15,1,0,0,0.75,0.05,0.81
2522,2007,7,17,4,0.35,0.27,0.09,0.09,0.81
2523,2005,7,8,8,0.67,0.03,0,0.11,0.81
2524,2009,5,5,6,0.52,0.21,0,0.07,0.81
2525,2013,6,8,1,0.75,0,0,0.06,0.8
2526,2009,1,9,9,0.46,0.25,0.02,0.07,0.8
2527,2011,5,8,10,0.4,0.33,0,0.07,0.8
2528,2000,13,22,6,0.45,0.3,0,0.05,0.8
2529,2005,7,9,9,0.03,0.02,0.74,0.01,0.8
2530,2003,19,18,8,0.62,0.16,0,0.02,0.8
2531,2011,1,6,6,0.19,0.5,0,0.11,0.8
2532,1997,13,8,3,0.45,0.3,0,0.05,0.8
2533,2004,7,22,7,0.39,0.31,0,0.1,0.8
2534,2006,17,8,8,0.19,0.39,0,0.22,0.8
2535,1999,13,121,4,0.45,0.3,0,0.05,0.8
2536,2013,5,9,7,0.36,0.37,0,0.07,0.8
2537,2009,17,15,1,0.09,0.33,0.2,0.18,0.8
2538,2012,5,5,9,0.48,0.25,0,0.07,0.8
2539,2010,5,9,3,0.37,0.35,0,0.07,0.8
2540,2011,6,5,7,0.33,0.35,0,0.13,0.8
2541,2015,6,3,1,0.44,0.19,0.03,0.13,0.8
2542,2008,1,29,1,0.43,0.29,0,0.08,0.8
2543,2007,17,8,8,0.08,0.46,0,0.25,0.8
2544,2004,14,6,9,0.48,0.28,0,0.04,0.8
2545,2012,5,13,4,0.42,0.24,0.07,0.06,0.8
2546,2012,5,29,9,0.45,0.28,0,0.07,0.8
2547,2013,6,13,9,0.14,0.32,0.22,0.12,0.8
2548,2007,4,6,6,0.73,0.01,0,0.06,0.8
2549,2000,13,58,12,0,0,0.75,0.05,0.8
2550,2002,19,8,3,0.68,0.09,0,0.02,0.8
2551,2010,1,18,9,0.54,0.19,0,0.06,0.8
2552,2009,5,5,6,0.51,0.22,0,0.07,0.8
2553,2013,20,1,1,0.39,0.22,0.13,0.06,0.8
2554,2002,7,26,4,0,0,0.8,0,0.8
2555,1993,8,1,1,0,0,0.8,0,0.8
2556,2011,6,89,7,0.26,0.36,0.04,0.14,0.8
2557,2009,5,8,9,0.47,0.24,0.01,0.08,0.79
2558,2010,17,15,1,0.05,0.3,0.29,0.16,0.79
2559,1981,16,122,9,0.74,0.04,0,0.01,0.79
2560,2006,7,11,10,0.66,0.02,0,0.11,0.79
2561,2012,6,123,11,0.4,0.25,0.03,0.11,0.79
2562,2011,5,6,2,0.38,0.34,0,0.08,0.79
2563,2008,7,5,6,0.61,0,0,0.18,0.79
2564,1994,13,4,3,0,0,0.74,0.05,0.79
2565,2007,4,17,4,0.42,0.03,0.3,0.04,0.79
2566,2003,19,6,4,0.61,0.16,0,0.02,0.79
2567,1997,13,124,8,0,0,0.74,0.05,0.79
2568,2009,17,4,12,0.17,0.51,0,0.11,0.79
2569,2001,13,3,3,0.44,0.3,0,0.05,0.79
2570,2009,6,8,1,0.42,0.25,0,0.12,0.79
2571,2008,4,18,9,0.62,0.11,0,0.07,0.79
2572,1999,12,8,10,0.63,0.15,0,0.01,0.79
2573,1992,2,13,2,0.39,0.07,0.32,0.01,0.79
2574,2009,5,17,4,0.32,0.2,0.21,0.06,0.79
2575,2007,7,15,8,0.64,0.03,0.02,0.1,0.79
2576,2000,7,6,8,0.28,0.22,0.23,0.07,0.79
2577,2014,10,17,4,0,0,0.79,0,0.79
2578,2007,1,9,7,0.42,0.21,0.08,0.07,0.79
2579,2013,5,42,9,0.44,0.27,0.01,0.07,0.79
2580,2007,4,29,9,0.71,0.02,0,0.06,0.79
2581,1998,12,1,1,0.75,0.03,0,0.01,0.79
2582,2011,1,8,1,0.16,0.52,0,0.11,0.79
2583,2008,5,2,4,0.38,0.3,0.03,0.08,0.79
2584,2008,6,3,12,0.49,0.19,0.01,0.1,0.79
2585,2007,7,8,1,0.65,0.03,0,0.11,0.79
2586,2003,14,8,1,0.24,0.49,0,0.05,0.79
2587,2008,4,1,1,0.22,0.32,0.17,0.07,0.79
2588,2010,5,26,10,0.43,0.27,0.01,0.07,0.79
2589,2011,1,1,9,0.27,0.2,0.27,0.05,0.79
2590,2013,10,1,5,0,0.48,0.25,0.06,0.78
2591,2006,5,6,9,0.67,0.05,0.01,0.06,0.78
2592,1982,16,11,7,0.73,0.04,0,0.01,0.78
2593,2008,5,2,6,0.12,0.56,0,0.1,0.78
2594,2002,9,24,2,0.56,0.21,0,0.01,0.78
2595,2006,4,1,7,0.58,0.04,0.11,0.06,0.78
2596,1992,15,19,11,0.01,0.77,0,0,0.78
2597,1994,13,53,7,0.43,0.3,0,0.05,0.78
2598,2007,7,4,6,0.17,0,0,0.61,0.78
2599,2009,4,6,5,0.41,0.3,0,0.07,0.78
2600,2008,4,29,11,0.72,0,0,0.06,0.78
2601,2009,1,125,6,0,0.69,0,0.09,0.78
2602,1999,13,13,10,0.43,0.3,0,0.05,0.78
2603,2012,6,4,9,0.72,0,0,0.06,0.78
2604,1997,13,8,12,0.43,0.29,0,0.05,0.78
2605,2010,4,1,5,0.29,0.3,0.12,0.07,0.78
2606,2015,11,15,1,0.13,0.42,0.13,0.1,0.78
2607,2006,17,29,12,0.11,0.43,0,0.24,0.78
2608,2009,17,18,7,0.38,0.24,0,0.16,0.78
2609,2011,5,29,1,0.53,0.19,0,0.06,0.78
2610,2012,5,13,9,0.55,0.15,0.03,0.06,0.78
2611,2006,7,3,1,0.65,0.02,0,0.11,0.78
2612,2008,17,8,3,0.24,0.33,0.01,0.2,0.78
2613,2010,5,32,9,0.41,0.29,0,0.07,0.78
2614,1993,8,120,4,0,0,0.78,0,0.78
2615,1983,16,11,5,0.72,0.05,0,0.01,0.78
2616,2002,19,8,7,0.6,0.16,0,0.02,0.78
2617,2008,5,2,2,0.32,0.36,0,0.09,0.78
2618,1998,13,4,1,0.43,0.29,0,0.05,0.78
2619,2009,5,6,9,0.34,0.35,0,0.08,0.78
2620,2009,1,8,9,0.28,0.4,0,0.09,0.77
2621,2009,1,5,6,0.47,0.23,0,0.07,0.77
2622,2005,5,2,7,0.66,0.02,0.03,0.06,0.77
2623,1982,16,11,7,0.72,0.05,0,0.01,0.77
2624,1996,13,8,3,0.43,0.29,0,0.05,0.77
2625,2000,13,118,6,0.43,0.29,0,0.05,0.77
2626,2013,18,8,1,0.67,0.05,0,0.05,0.77
2627,1981,16,126,9,0.72,0.04,0,0.01,0.77
2628,2008,17,8,3,0.23,0.32,0.03,0.19,0.77
2629,2011,6,3,7,0.33,0.31,0,0.12,0.77
2630,2014,23,4,4,0.22,0.14,0.32,0.1,0.77
2631,2005,7,8,10,0.64,0.02,0,0.1,0.77
2632,1980,16,5,10,0.72,0.04,0,0.01,0.77
2633,1999,13,8,3,0.43,0.29,0,0.05,0.77
2634,2009,6,26,10,0.37,0.19,0.11,0.1,0.77
2635,1983,16,11,9,0.72,0.04,0,0.01,0.77
2636,2001,12,29,2,0.53,0.22,0,0.02,0.77
2637,1999,3,25,4,0,0,0.77,0,0.77
2638,2002,9,29,9,0.55,0.2,0,0.01,0.77
2639,2008,4,127,8,0.61,0.1,0,0.06,0.77
2640,2012,4,20,9,0.43,0.27,0,0.06,0.77
2641,2005,17,4,9,0.71,0,0,0.06,0.77
2642,2003,7,112,7,0.38,0.29,0,0.1,0.77
2643,2001,7,13,2,0.38,0.29,0,0.1,0.77
2644,2004,4,1,3,0.21,0.14,0.38,0.04,0.77
2645,2005,9,1,2,0.45,0.17,0.14,0.01,0.77
2646,2002,7,31,1,0.38,0.29,0,0.1,0.77
2647,2002,7,11,4,0.1,0.08,0.56,0.03,0.77
2648,2003,7,57,1,0.37,0.29,0,0.1,0.76
2649,2008,7,9,2,0.37,0.04,0,0.36,0.76
2650,1996,13,88,3,0.18,0.12,0.42,0.05,0.76
2651,2014,6,8,7,0.22,0.4,0.01,0.14,0.76
2652,2010,1,6,11,0.22,0.47,0,0.08,0.76
2653,2011,10,8,8,0.3,0.37,0.03,0.07,0.76
2654,2004,14,11,3,0.36,0.38,0,0.03,0.76
2655,2005,7,18,9,0.64,0.02,0,0.1,0.76
2656,2003,7,65,10,0.37,0.29,0,0.1,0.76
2657,1995,13,19,10,0.17,0.11,0.43,0.05,0.76
2658,2012,23,20,10,0.47,0.18,0,0.12,0.76
2659,1998,13,15,1,0,0,0.71,0.05,0.76
2660,2010,5,13,7,0.38,0.24,0.08,0.06,0.76
2661,2012,6,26,10,0.35,0.24,0.07,0.1,0.76
2662,2011,15,50,7,0.33,0.32,0,0.11,0.76
2663,2005,4,9,6,0.7,0.01,0,0.06,0.76
2664,2014,11,15,1,0.09,0.43,0.11,0.13,0.76
2665,2009,1,29,5,0.29,0.39,0,0.08,0.76
2666,2009,6,8,9,0.38,0.26,0,0.12,0.76
2667,1988,2,10,4,0,0,0.76,0,0.76
2668,2001,12,5,1,0.59,0.16,0,0.01,0.76
2669,2002,7,26,6,0,0,0.76,0,0.76
2670,2005,9,13,4,0.09,0.03,0.62,0.02,0.76
2671,2004,7,4,7,0.37,0.29,0,0.1,0.76
2672,2010,7,8,1,0.11,0.29,0,0.36,0.76
2673,2009,1,128,1,0.67,0.04,0,0.05,0.76
2674,2007,5,22,7,0.36,0.31,0.01,0.08,0.76
2675,2011,15,6,9,0.14,0.48,0,0.14,0.76
2676,2004,14,40,10,0.61,0.12,0,0.03,0.76
2677,2009,4,13,11,0.27,0.15,0.3,0.04,0.76
2678,2004,9,32,11,0.54,0.2,0,0.01,0.76
2679,2014,1,8,1,0.24,0.46,0,0.06,0.76
2680,2002,7,13,10,0.31,0.24,0.13,0.08,0.76
2681,2009,17,8,3,0.16,0.38,0.01,0.21,0.76
2682,2007,6,22,7,0.29,0.32,0.01,0.13,0.76
2683,2014,5,26,4,0.48,0.2,0.01,0.06,0.76
2684,2005,7,5,9,0.57,0.02,0.07,0.09,0.76
2685,2001,7,31,10,0.37,0.29,0,0.1,0.76
2686,2006,5,3,1,0.28,0.39,0,0.09,0.76
2687,2010,1,8,6,0.24,0.44,0,0.08,0.76
2688,2006,6,4,9,0.18,0.38,0.06,0.14,0.76
2689,2008,1,71,8,0.6,0.09,0.02,0.05,0.76
2690,1991,3,10,4,0,0,0.76,0,0.76
2691,2013,15,9,12,0.12,0.53,0,0.11,0.76
2692,2015,18,2,6,0.47,0.21,0.01,0.07,0.75
2693,2007,4,32,4,0.67,0.03,0,0.06,0.75
2694,2008,7,29,2,0.21,0,0,0.54,0.75
2695,2008,17,29,10,0.41,0.21,0,0.14,0.75
2696,2009,6,5,6,0.41,0.24,0,0.11,0.75
2697,2000,13,13,2,0.3,0.21,0.2,0.05,0.75
2698,2013,23,16,11,0.17,0.39,0,0.19,0.75
2699,2010,6,5,6,0.47,0.19,0,0.09,0.75
2700,2009,6,8,9,0.41,0.22,0.01,0.11,0.75
2701,2009,1,29,10,0.51,0.17,0,0.07,0.75
2702,2008,5,129,9,0.46,0.21,0.01,0.07,0.75
2703,2012,6,5,9,0.36,0.28,0,0.11,0.75
2704,2004,7,5,9,0.37,0.29,0,0.1,0.75
2705,1997,12,14,3,0.63,0.11,0,0.01,0.75
2706,2012,5,5,9,0.43,0.26,0,0.06,0.75
2707,2001,7,15,7,0.3,0.24,0.13,0.08,0.75
2708,2009,6,29,7,0.33,0.28,0.02,0.12,0.75
2709,1997,13,19,10,0.28,0.19,0.23,0.05,0.75
2710,2005,17,8,1,0.69,0,0,0.06,0.75
2711,2005,17,15,7,0.28,0.29,0,0.18,0.75
2712,2004,14,5,1,0.48,0.24,0,0.03,0.75
2713,2008,5,11,4,0.32,0.18,0.19,0.05,0.75
2714,2009,6,5,9,0.31,0.32,0,0.13,0.75
2715,2008,4,5,9,0.42,0.26,0,0.07,0.75
2716,2010,6,32,3,0.31,0.31,0.01,0.12,0.75
2717,2001,7,13,10,0.22,0.17,0.3,0.06,0.75
2718,2006,7,8,1,0.62,0.02,0,0.1,0.75
2719,2014,20,6,6,0.4,0.28,0,0.07,0.75
2720,2014,5,3,7,0.46,0.22,0.01,0.06,0.75
2721,2014,6,4,2,0.2,0.43,0.01,0.11,0.75
2722,2009,6,5,4,0.49,0.16,0,0.09,0.75
2723,2008,4,9,1,0.29,0.37,0,0.08,0.75
2724,2012,5,123,11,0.55,0.14,0,0.05,0.75
2725,2011,6,26,9,0.3,0.16,0.22,0.07,0.74
2726,2006,4,1,10,0,0,0.74,0,0.74
2727,2001,7,4,6,0.36,0.28,0,0.1,0.74
2728,2010,6,9,4,0.2,0.22,0.24,0.09,0.74
2729,2001,7,31,3,0.36,0.28,0,0.1,0.74
2730,2007,17,6,7,0.42,0.19,0,0.14,0.74
2731,2011,5,17,4,0.36,0.3,0.02,0.06,0.74
2732,2012,10,20,9,0.41,0.27,0,0.06,0.74
2733,2006,17,40,10,0.67,0.01,0,0.06,0.74
2734,2015,10,1,4,0.16,0.3,0.25,0.04,0.74
2735,2001,9,15,6,0.42,0.16,0.15,0.01,0.74
2736,2011,6,7,7,0.29,0.32,0.01,0.12,0.74
2737,2013,20,20,9,0.31,0.35,0.02,0.06,0.74
2738,2010,6,5,3,0.22,0.37,0.02,0.13,0.74
2739,2007,1,11,6,0.68,0,0,0.05,0.74
2740,2005,14,3,3,0.61,0.1,0,0.03,0.74
2741,2011,15,8,9,0.16,0.45,0,0.13,0.74
2742,2002,9,8,9,0.53,0.2,0,0.01,0.74
2743,2001,7,8,1,0.36,0.28,0,0.09,0.74
2744,2009,1,5,9,0.36,0.3,0,0.08,0.74
2745,1999,13,4,3,0.41,0.28,0,0.05,0.74
2746,2012,6,26,10,0.27,0.25,0.14,0.08,0.74
2747,2002,14,11,7,0.59,0.12,0,0.03,0.74
2748,2007,6,32,9,0.17,0.41,0,0.15,0.74
2749,2007,6,8,1,0.22,0.38,0,0.14,0.74
2750,2012,6,72,10,0.3,0.12,0.24,0.07,0.74
2751,2003,9,1,4,0.31,0.11,0.3,0.02,0.74
2752,2007,4,71,8,0.44,0.01,0.25,0.04,0.74
2753,2010,6,17,4,0.28,0.16,0.22,0.08,0.73
2754,2007,4,8,8,0.63,0.05,0,0.06,0.73
2755,1997,13,8,1,0.14,0.09,0.46,0.05,0.73
2756,1993,8,26,10,0,0,0.73,0,0.73
2757,2004,9,1,2,0.4,0.15,0.17,0.01,0.73
2758,2013,15,5,7,0.23,0.41,0,0.09,0.73
2759,1991,3,1,5,0,0,0.73,0,0.73
2760,1998,12,14,10,0.55,0.17,0,0.01,0.73
2761,2011,5,36,3,0.11,0.51,0.01,0.09,0.73
2762,2009,1,8,1,0.63,0.04,0,0.06,0.73
2763,2005,4,1,2,0.37,0,0.32,0.04,0.73
2764,1999,13,30,2,0.41,0.28,0,0.05,0.73
2765,2007,4,1,6,0,0,0.73,0,0.73
2766,2001,14,11,2,0.54,0.16,0,0.03,0.73
2767,1981,16,11,7,0.68,0.04,0,0.01,0.73
2768,2010,5,8,1,0.61,0.07,0,0.05,0.73
2769,2014,15,8,4,0.32,0.34,0,0.07,0.73
2770,2009,4,5,11,0.67,0.01,0,0.05,0.73
2771,2011,5,36,3,0.23,0.41,0.01,0.08,0.73
2772,2006,5,8,1,0.67,0,0,0.06,0.73
2773,2011,1,1,6,0,0,0.73,0,0.73
2774,2004,14,29,12,0.54,0.16,0,0.03,0.73
2775,2004,7,26,5,0.47,0.02,0.17,0.08,0.73
2776,2003,9,11,9,0.52,0.19,0,0.01,0.73
2777,2012,6,4,9,0.47,0.14,0.02,0.09,0.73
2778,2009,1,6,9,0.33,0.32,0,0.08,0.73
2779,2001,7,36,1,0.36,0.28,0,0.09,0.73
2780,2009,5,29,3,0.52,0.15,0,0.06,0.73
2781,2008,4,6,8,0.34,0.31,0,0.08,0.73
2782,2012,5,8,1,0.38,0.28,0,0.06,0.72
2783,2012,10,1,8,0.16,0.02,0.53,0.01,0.72
2784,2002,19,8,7,0.56,0.15,0,0.02,0.72
2785,2012,15,3,12,0.26,0.36,0,0.1,0.72
2786,2009,4,6,2,0.35,0.3,0,0.07,0.72
2787,2005,9,6,9,0.52,0.19,0,0.01,0.72
2788,2005,7,5,9,0.6,0.02,0,0.1,0.72
2789,2012,1,8,9,0.19,0.46,0,0.08,0.72
2790,2010,17,54,9,0,0,0.72,0,0.72
2791,2014,11,17,4,0.32,0.22,0.08,0.1,0.72
2792,1998,13,26,12,0,0,0.67,0.05,0.72
2793,1996,13,14,7,0.4,0.27,0,0.05,0.72
2794,2007,7,8,1,0.59,0.02,0.01,0.1,0.72
2795,2002,14,8,7,0.53,0.17,0,0.03,0.72
2796,2006,7,8,1,0.6,0.02,0,0.1,0.72
2797,1999,13,11,3,0.4,0.27,0,0.05,0.72
2798,2005,9,9,9,0,0,0.7,0.02,0.72
2799,2007,5,130,1,0.67,0,0,0.05,0.72
2800,2001,13,5,10,0.4,0.27,0,0.05,0.72
2801,2013,5,12,9,0.35,0.31,0,0.06,0.72
2802,2001,7,4,6,0.35,0.28,0,0.09,0.72
2803,1982,16,11,2,0.67,0.04,0,0.01,0.72
2804,2010,6,5,7,0.18,0.38,0.02,0.13,0.72
2805,2007,17,59,9,0.23,0.31,0,0.18,0.72
2806,2007,5,8,1,0.62,0.04,0,0.06,0.72
2807,2002,9,11,5,0.51,0.19,0,0.01,0.72
2808,2011,5,6,3,0.25,0.39,0,0.08,0.72
2809,2009,6,4,1,0.66,0,0,0.05,0.72
2810,2012,20,1,4,0.26,0.19,0.22,0.04,0.72
2811,2003,7,26,8,0.05,0.04,0.61,0.01,0.72
2812,2011,6,42,11,0.3,0.15,0.2,0.07,0.72
2813,1998,13,22,9,0.4,0.27,0,0.05,0.72
2814,2010,4,8,1,0.13,0.5,0,0.09,0.72
2815,2007,15,8,7,0,0.69,0,0.03,0.72
2816,2010,15,8,7,0.19,0.53,0,0,0.71
2817,2002,14,8,9,0.45,0.24,0,0.03,0.71
2818,2002,14,8,1,0.67,0.02,0,0.03,0.71
2819,2007,1,17,4,0.18,0.01,0.5,0.02,0.71
2820,2013,6,4,1,0.66,0,0,0.05,0.71
2821,2011,5,15,8,0.42,0.23,0,0.06,0.71
2822,2015,11,17,9,0.16,0.13,0.37,0.06,0.71
2823,2003,7,9,10,0.35,0.27,0,0.09,0.71
2824,2011,6,3,1,0.17,0.4,0,0.14,0.71
2825,2000,13,22,9,0.23,0.15,0.29,0.05,0.71
2826,2007,6,49,9,0.18,0.08,0.41,0.04,0.71
2827,2002,7,131,3,0.35,0.27,0,0.09,0.71
2828,2014,10,132,4,0.33,0.07,0.27,0.04,0.71
2829,2007,17,8,1,0.6,0.04,0,0.07,0.71
2830,2002,19,11,10,0.55,0.14,0,0.02,0.71
2831,2000,13,31,3,0.4,0.27,0,0.05,0.71
2832,2005,14,2,11,0.49,0.2,0,0.02,0.71
2833,2003,7,15,9,0.35,0.27,0,0.09,0.71
2834,2008,17,8,1,0.65,0,0,0.06,0.71
2835,2015,11,17,4,0.29,0.25,0.06,0.11,0.71
2836,2002,19,15,12,0.49,0.13,0.07,0.02,0.71
2837,2009,1,20,6,0.42,0.22,0,0.07,0.71
2838,2010,6,4,1,0.66,0,0,0.05,0.71
2839,2002,19,21,2,0.55,0.14,0,0.02,0.71
2840,2004,9,29,9,0.51,0.19,0,0.01,0.71
2841,2004,7,29,9,0.35,0.27,0,0.09,0.71
2842,2015,10,1,6,0,0,0.71,0,0.71
2843,1999,12,133,3,0.51,0.18,0,0.01,0.71
2844,1999,12,31,10,0.57,0.13,0,0.01,0.71
2845,1997,12,1,9,0.39,0.09,0.17,0.06,0.71
2846,2010,17,20,9,0.14,0.37,0,0.19,0.71
2847,1995,8,134,4,0,0,0.71,0,0.71
2848, Inc.: Mega Party Game$,2003,19,1,0.2,0.05,0.44,0.02,0.71
2849,2013,15,9,1,0,0.6,0,0.1,0.71
2850,1995,13,4,10,0.15,0.1,0.41,0.05,0.71
2851,2010,17,29,10,0.22,0.31,0,0.17,0.71
2852,1997,13,28,6,0.39,0.27,0,0.05,0.71
2853,1998,13,31,7,0.39,0.27,0,0.05,0.71
2854,2015,18,15,9,0.37,0.26,0.01,0.06,0.71
2855,2007,5,84,4,0.41,0.23,0,0.07,0.71
2856,2005,14,5,7,0.53,0.15,0,0.03,0.71
2857,2008,5,8,1,0.65,0,0,0.05,0.71
2858,2008,5,8,1,0.5,0.14,0,0.07,0.71
2859,2013,6,4,7,0.3,0.29,0,0.11,0.71
2860,2005,17,5,9,0.35,0.21,0,0.14,0.71
2861,2014,6,8,1,0.15,0.39,0.01,0.16,0.71
2862,2012,6,9,1,0.06,0.5,0,0.15,0.7
2863,2011,5,8,1,0.55,0.1,0,0.05,0.7
2864,2003,19,5,1,0.54,0.14,0,0.02,0.7
2865,2008,5,17,4,0.34,0.18,0.12,0.06,0.7
2866,1994,8,69,5,0,0,0.7,0,0.7
2867,1998,13,19,12,0.39,0.27,0,0.05,0.7
2868,2008,4,8,8,0.32,0.31,0,0.07,0.7
2869,2001,14,5,9,0.52,0.16,0,0.02,0.7
2870,2007,5,8,1,0.65,0,0,0.05,0.7
2871,2003,7,4,7,0.34,0.27,0,0.09,0.7
2872,2011,4,5,8,0.54,0.1,0,0.06,0.7
2873,2004,19,8,1,0.54,0.14,0,0.02,0.7
2874,2001,9,35,9,0.5,0.19,0,0.01,0.7
2875,2001,7,11,3,0.34,0.27,0,0.09,0.7
2876,1997,13,8,1,0.39,0.27,0,0.05,0.7
2877,2005,14,2,4,0.48,0.19,0,0.03,0.7
2878, PS3, & PC Versions),2009,6,0.28,0.3,0,0.12,0.7
2879,2010,4,8,8,0.39,0.25,0,0.06,0.7
2880,2014,20,5,9,0.39,0.25,0,0.06,0.7
2881,2010,6,6,9,0.19,0.36,0.01,0.13,0.7
2882,1998,13,10,4,0.04,0.03,0.58,0.05,0.7
2883,2001,9,1,12,0.5,0.19,0,0.01,0.7
2884,2009,4,32,11,0.38,0.25,0,0.07,0.7
2885,2009,4,29,8,0.43,0.2,0,0.06,0.7
2886,2005,17,4,2,0.52,0.01,0.12,0.05,0.7
2887,2000,7,8,3,0.34,0.27,0,0.09,0.7
2888,2009,6,12,8,0.34,0.26,0,0.1,0.7
2889,2012,6,4,9,0.13,0.4,0,0.16,0.7
2890,2000,13,8,1,0.39,0.26,0,0.05,0.7
2891,2004,7,135,9,0.34,0.27,0,0.09,0.7
2892,2000,7,26,8,0.16,0.13,0.36,0.04,0.7
2893,2015,6,15,9,0.21,0.18,0.22,0.08,0.7
2894,2002,7,22,7,0.34,0.27,0,0.09,0.7
2895,2010,5,6,1,0.38,0.26,0,0.06,0.7
2896,2008,6,4,1,0.64,0,0,0.05,0.7
2897,2004,9,1,11,0.37,0.14,0.17,0.01,0.7
2898,1994,8,1,4,0,0,0.7,0,0.7
2899,2005,9,32,2,0.5,0.18,0,0.01,0.7
2900,1981,16,136,9,0.65,0.04,0,0.01,0.69
2901,2014,5,3,1,0.38,0.26,0,0.06,0.69
2902,2014,10,20,9,0.28,0.31,0.05,0.05,0.69
2903,2009,5,5,9,0.42,0.21,0,0.06,0.69
2904,2007,17,15,9,0.26,0.01,0.26,0.17,0.69
2905,2010,1,32,9,0.47,0.17,0,0.05,0.69
2906,2007,5,5,9,0.54,0.1,0,0.06,0.69
2907,1997,13,8,3,0.39,0.26,0,0.05,0.69
2908,2005,14,2,7,0.54,0.13,0,0.02,0.69
2909,2015,6,107,11,0.25,0.33,0,0.11,0.69
2910,2005,7,40,9,0.58,0.02,0,0.09,0.69
2911,2006,17,29,3,0.64,0,0,0.05,0.69
2912,2014,6,5,9,0.24,0.33,0,0.12,0.69
2913,2004,9,1,6,0.5,0.18,0,0.01,0.69
2914,1984,2,26,2,0,0,0.69,0,0.69
2915,1993,8,26,1,0,0,0.69,0,0.69
2916,2003,19,11,10,0.53,0.14,0,0.02,0.69
2917,1998,13,4,1,0.38,0.26,0,0.05,0.69
2918,2010,6,4,2,0.52,0.09,0.01,0.07,0.69
2919,2013,6,26,9,0,0.2,0.42,0.07,0.69
2920,2013,15,6,9,0.22,0.38,0,0.1,0.69
2921,2002,19,8,9,0.53,0.14,0,0.02,0.69
2922,2011,6,8,3,0.2,0.36,0,0.13,0.69
2923,2003,19,8,9,0.53,0.14,0,0.02,0.69
2924,2015,10,1,6,0.01,0.61,0.02,0.04,0.69
2925,2007,5,29,3,0.55,0.08,0,0.06,0.69
2926,2008,5,17,4,0.25,0.2,0.18,0.06,0.69
2927,2013,4,32,2,0.28,0.35,0,0.06,0.69
2928,2011,15,8,8,0.27,0.32,0,0.1,0.69
2929,2004,7,118,4,0.34,0.26,0,0.09,0.68
2930,2004,9,5,9,0.49,0.18,0,0.01,0.68
2931,2014,18,8,7,0.39,0.23,0,0.06,0.68
2932,2012,1,1,9,0.34,0,0.33,0.02,0.68
2933,2009,1,5,9,0.6,0.03,0,0.05,0.68
2934,1997,13,18,9,0.38,0.26,0,0.04,0.68
2935,2011,1,1,4,0.32,0.13,0.18,0.04,0.68
2936,2003,14,8,1,0.62,0.04,0,0.02,0.68
2937,2008,6,9,9,0.32,0.25,0,0.11,0.68
2938,2015,11,32,9,0.21,0.36,0,0.11,0.68
2939,2007,6,5,2,0.26,0.29,0.02,0.12,0.68
2940,2004,14,8,1,0.63,0.02,0,0.03,0.68
2941,1997,13,14,10,0.38,0.26,0,0.04,0.68
2942,2013,20,6,2,0.26,0.33,0.03,0.06,0.68
2943,2003,19,100,10,0.53,0.14,0,0.02,0.68
2944,2005,7,6,9,0.57,0.02,0,0.09,0.68
2945,2007,17,4,1,0.21,0.11,0.28,0.08,0.68
2946,2014,11,42,9,0.22,0.3,0.04,0.12,0.68
2947,2010,4,1,4,0.32,0,0.34,0.02,0.68
2948,2005,14,18,9,0.54,0.11,0,0.03,0.68
2949,2014,11,12,7,0.22,0.33,0,0.13,0.68
2950,2016,18,7,7,0.39,0.23,0,0.06,0.68
2951,1998,13,10,10,0.25,0.17,0.22,0.04,0.68
