id,name,year,platform,publisher,genre
2641,Twisted Metal: Head On,2005,17,4,9
2642,Conflict: Desert Storm II - Back to Bagdhad,2003,7,112,7
2643,Maximo: Ghosts to Glory,2001,7,13,2
2644,Pokemon Dash,2004,4,1,3
2645,Donkey Kong Country 3,2005,9,1,2
2646,All-Star Baseball 2003,2002,7,31,1
2647,Unlimited Saga,2002,7,11,4
2648,Cabela's Deer Hunt: 2004 Season,2003,7,57,1
2649,Sonic Unleashed,2008,7,9,2
2650,Formula 1,1996,13,88,3
2651,Plants vs. Zombies: Garden Warfare,2014,6,8,7
2652,Raving Rabbids: Travel in Time,2010,1,6,11
2653,The Sims 3,2011,10,8,8
2654,Driv3r,2004,14,11,3
2655,Mercenaries: Playground of Destruction,2005,7,18,9
2656,MTV Celebrity Deathmatch,2003,7,65,10
2657,Street Fighter Alpha: Warriors' Dreams,1995,13,19,10
2658,Mortal Kombat,2012,23,20,10
2659,ISS Pro Evolution,1998,13,15,1
2660,Lost Planet 2,2010,5,13,7
2661,SoulCalibur V,2012,6,26,10
2662,Portal 2,2011,15,50,7
2663,Super Monkey Ball: Touch & Roll,2005,4,9,6
2664,Pro Evolution Soccer 2015,2014,11,15,1
2665,Drawn to Life: The Next Chapter,2009,1,29,5
2666,The Lord of the Rings: Conquest,2009,6,8,9
2667,Final Fantasy II,1988,2,10,4
2668,Tony Hawk's Pro Skater 2,2001,12,5,1
2669,Taiko no Tatsujin: Tatakon de Dodon ga Don,2002,7,26,6
2670,Mega Man Battle Network 6: Cybeast Falzar / Gregar,2005,9,13,4
2671,Syphon Filter: The Omega Strain,2004,7,4,7
2672,FIFA Soccer 11,2010,7,8,1
2673,Deer Drive,2009,1,128,1
2674,Kane & Lynch: Dead Men,2007,5,22,7
2675,Assassin's Creed: Revelations,2011,15,6,9
2676,Mortal Kombat: Deception,2004,14,40,10
2677,Ace Attorney Investigations: Miles Edgeworth,2009,4,13,11
2678,That's So Raven,2004,9,32,11
2679,FIFA 15,2014,1,8,1
2680,Marvel vs. Capcom 2: New Age of Heroes,2002,7,13,10
2681,Need for Speed: Shift,2009,17,8,3
2682,Kane & Lynch: Dead Men,2007,6,22,7
2683,Dark Souls II,2014,5,26,4
2684,True Crime: New York City,2005,7,5,9
2685,Legends of Wrestling,2001,7,31,10
2686,Rockstar Games presents Table Tennis,2006,5,3,1
2687,Monopoly Streets,2010,1,8,6
2688,Genji: Days of the Blade,2006,6,4,9
2689,Harvest Moon: Animal Parade,2008,1,71,8
2690,Final Fantasy Legend III,1991,3,10,4
2691,Total War: Rome II,2013,15,9,12
2692,Rare Replay,2015,18,2,6
2693,Spectrobes,2007,4,32,4
2694,Wall-E,2008,7,29,2
2695,WWE SmackDown vs. Raw 2009,2008,17,29,10
2696,Band Hero,2009,6,5,6
2697,Mega Man X5,2000,13,13,2
2698,Tearaway,2013,23,16,11
2699,DJ Hero 2,2010,6,5,6
2700,The Godfather II,2009,6,8,9
2701,WWE SmackDown vs. Raw 2010,2009,1,29,10
2702,Turok,2008,5,129,9
2703,[Prototype 2],2012,6,5,9
2704,Shark Tale,2004,7,5,9
2705,San Francisco Rush: Extreme Racing,1997,12,14,3
2706,The Amazing Spider-Man (Console Version),2012,5,5,9
2707,Zone of the Enders,2001,7,15,7
2708,Red Faction: Guerrilla,2009,6,29,7
2709,Street Fighter EX Plus Alpha,1997,13,19,10
2710,Madden NFL 06,2005,17,8,1
2711,Coded Arms,2005,17,15,7
2712,Tony Hawk's Underground 2,2004,14,5,1
2713,Tales of Vesperia,2008,5,11,4
2714,X-Men Origins: Wolverine - Uncaged Edition,2009,6,5,9
2715,Madagascar: Escape 2 Africa,2008,4,5,9
2716,Split/Second,2010,6,32,3
2717,Capcom vs. SNK 2: Mark of the Millennium 2001,2001,7,13,10
2718,MVP 06 NCAA Baseball,2006,7,8,1
2719,Just Dance 2015,2014,20,6,6
2720,Borderlands: The Pre-Sequel,2014,5,3,7
2721,LittleBigPlanet 3,2014,6,4,2
2722,Marvel: Ultimate Alliance 2,2009,6,5,4
2723,Sega Superstars Tennis,2008,4,9,1
2724,The Walking Dead: Season One,2012,5,123,11
2725,Ace Combat: Assault Horizon,2011,6,26,9
2726,Jump Ultimate Stars,2006,4,1,10
2727,Jampack Summer 2001,2001,7,4,6
2728,Resonance of Fate,2010,6,9,4
2729,Burnout,2001,7,31,3
2730,Tom Clancy's Rainbow Six: Vegas,2007,17,6,7
2731,Final Fantasy XIII-2,2011,5,17,4
2732,LEGO Batman 2: DC Super Heroes,2012,10,20,9
2733,Mortal Kombat: Unchained,2006,17,40,10
2734,Mario & Luigi: Paper Jam,2015,10,1,4
2735,Yu-Gi-Oh! Dungeon Dice Monsters,2001,9,15,6
2736,Brink,2011,6,7,7
2737,LEGO Marvel Super Heroes,2013,20,20,9
2738,Blur,2010,6,5,3
2739,Namco Museum Remix,2007,1,11,6
2740,Midnight Club 3: DUB Edition,2005,14,3,3
2741,Crysis 2,2011,15,8,9
2742,The Lord of the Rings: The Two Towers,2002,9,8,9
2743,Tiger Woods PGA Tour 2001,2001,7,8,1
2744,Indiana Jones and the Staff of Kings,2009,1,5,9
2745,Jet Moto 3,1999,13,4,3
2746,Naruto Shippuden: Ultimate Ninja Storm Generations,2012,6,26,10
2747,Unreal Championship,2002,14,11,7
2748,Pirates of the Caribbean: At World's End,2007,6,32,9
2749,Tiger Woods PGA Tour 08,2007,6,8,1
2750,Persona 4: Arena,2012,6,72,10
2751,Sword of Mana,2003,9,1,4
2752,Harvest Moon DS: Island of Happiness,2007,4,71,8
2753,Star Ocean: The Last Hope International,2010,6,17,4
2754,The Sims 2: Castaway,2007,4,8,8
2755,FIFA: Road to World Cup 98,1997,13,8,1
2756,Dragon Ball Z: Ultime Menace,1993,8,26,10
2757,Classic NES Series: Donkey Kong,2004,9,1,2
2758,Call of Duty: Ghosts,2013,15,5,7
2759,Yoshi,1991,3,1,5
2760,Mortal Kombat 4,1998,12,14,10
2761,F1 2011,2011,5,36,3
2762,Madden NFL 10,2009,1,8,1
2763,Kirby: Canvas Curse,2005,4,1,2
2764,Croc 2,1999,13,30,2
2765,Practise English!,2007,4,1,6
2766,Oddworld: Munch's Oddysee,2001,14,11,2
2767,Berzerk,1981,16,11,7
2768,NHL 11,2010,5,8,1
2769,Dragon Age: Inquisition,2014,15,8,4
2770,iCarly,2009,4,5,11
2771,DiRT 3,2011,5,36,3
2772,NCAA Football 07,2006,5,8,1
2773,Just Dance Wii,2011,1,1,6
2774,Full Spectrum Warrior,2004,14,29,12
2775,Katamari Damacy,2004,7,26,5
2776,Beyblade VForce: Ultimate Blader Jam,2003,9,11,9
2777,Ratchet & Clank Collection,2012,6,4,9
2778,Avatar: The Game,2009,1,6,9
2779,Shaun Palmer's Pro Snowboarder,2001,7,36,1
2780,MX vs. ATV Reflex,2009,5,29,3
2781,Imagine: Interior Designer,2008,4,6,8
2782,SSX,2012,5,8,1
2783,Style Savvy: Trendsetters,2012,10,1,8
2784,James Bond 007: Agent Under Fire,2002,19,8,7
2785,XCOM: Enemy Unknown,2012,15,3,12
2786,Rabbids Go Home,2009,4,6,2
2787,Star Wars Episode III: Revenge of the Sith,2005,9,6,9
2788,Ultimate Spider-Man,2005,7,5,9
2789,FIFA Soccer 13,2012,1,8,9
2790,God Eater,2010,17,54,9
2791,Final Fantasy XIV: A Realm Reborn,2014,11,17,4
2792,SD Gundam G Generation,1998,13,26,12
2793,Area 51,1996,13,14,7
2794,NBA Live 08,2007,7,8,1
2795,Dead to Rights,2002,14,8,7
2796,Tiger Woods PGA Tour 07,2006,7,8,1
2797,Test Drive 6,1999,13,11,3
2798,Kouchuu Ouja Mushi King,2005,9,9,9
2799,Major League Baseball 2K7,2007,5,130,1
2800,X-Men: Mutant Academy 2,2001,13,5,10
2801,Terraria,2013,5,12,9
2802,Jampack Winter 2001,2001,7,4,6
2803,Kangaroo,1982,16,11,2
2804,James Bond 007: Blood Stone,2010,6,5,7
2805,Ben 10: Protector of Earth,2007,17,59,9
2806,Skate,2007,5,8,1
2807,Super Monkey Ball Jr.,2002,9,11,5
2808,Driver: San Francisco,2011,5,6,3
2809,MLB 09: The Show,2009,6,4,1
2810,Monster Hunter Tri,2012,20,1,4
2811,Mobile Suit Gundam: Encounters in Space,2003,7,26,8
2812,Catherine,2011,6,42,11
2813,Fear Effect,1998,13,22,9
2814,FIFA Soccer 11,2010,4,8,1
2815,Crysis,2007,15,8,7
2816,Battlefield: Bad Company 2,2010,15,8,7
2817,The Lord of the Rings: The Two Towers,2002,14,8,9
2818,Madden NFL 2003,2002,14,8,1
2819,Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,2007,1,17,4
2820,MLB 13: The Show,2013,6,4,1
2821,Omerta: City of Gangsters,2011,5,15,8
2822,Dragon Quest Heroes: The World's Tree Woe and the Blight Below,2015,11,17,9
2823,Virtua Fighter 4: Evolution,2003,7,9,10
2824,Top Spin 4,2011,6,3,1
2825,Resident Evil: Survivor,2000,13,22,9
2826,Dynasty Warriors 6,2007,6,49,9
2827,Super Trucks Racing,2002,7,131,3
2828,Persona Q: Shadow of the Labyrinth,2014,10,132,4
2829,Madden NFL 08,2007,17,8,1
2830,Godzilla: Destroy All Monsters Melee,2002,19,11,10
2831,Jeremy McGrath Supercross 2000,2000,13,31,3
2832,Conker: Live And Reloaded,2005,14,2,11
2833,Silent Hill 3,2003,7,15,9
2834,Madden NFL 09,2008,17,8,1
2835,Final Fantasy X/X-2 HD Remaster,2015,11,17,4
2836,Yu-Gi-Oh! The Falsebound Kingdom,2002,19,15,12
2837,LEGO Rock Band,2009,1,20,6
2838,MLB 10: The Show,2010,6,4,1
2839,Spyro: Enter the Dragonfly,2002,19,21,2
2840,Scooby-Doo 2: Monsters Unleashed,2004,9,29,9
2841,Power Rangers: Dino Thunder,2004,7,29,9
2842,Rhythm Heaven: The Best+,2015,10,1,6
2843,LEGO Racers,1999,12,133,3
2844,WWF Attitude,1999,12,31,10
2845,Blast Corps,1997,12,1,9
2846,LEGO Harry Potter: Years 1-4,2010,17,20,9
2847,Tactics Ogre: Let Us Cling Together,1995,8,134,4
2848,WarioWare, Inc.: Mega Party Game$,2003,19,1,5
2849,Football Manager 2014,2013,15,9,1
2850,Battle Arena Toshinden 2,1995,13,4,10
2851,WWE SmackDown vs. Raw 2011,2010,17,29,10
2852,Jeopardy!,1997,13,28,6
2853,South Park,1998,13,31,7
2854,Metal Gear Solid V: The Phantom Pain,2015,18,15,9
2855,Two Worlds,2007,5,84,4
2856,Doom 3: Resurrection of Evil,2005,14,5,7
2857,NCAA Football 09,2008,5,8,1
2858,NBA Live 09,2008,5,8,1
2859,Ratchet & Clank: Into the Nexus,2013,6,4,7
2860,Spider-Man 2,2005,17,5,9
2861,2014 FIFA World Cup Brazil,2014,6,8,1
2862,London 2012: The Official Video Game of the Olympic Games,2012,6,9,1
2863,NHL 12,2011,5,8,1
2864,Tony Hawk's Underground,2003,19,5,1
2865,Infinite Undiscovery,2008,5,17,4
2866,Super Bomberman 3,1994,8,69,5
2867,Command & Conquer: Red Alert Retaliation,1998,13,19,12
2868,The Sims 2: Apartment Pets,2008,4,8,8
2869,Star Wars: Obi-Wan,2001,14,5,9
2870,NCAA Football 08,2007,5,8,1
2871,Kill.Switch,2003,7,4,7
2872,Lalaloopsy,2011,4,5,8
2873,Madden NFL 2005,2004,19,8,1
2874,F-14 Tomcat,2001,9,35,9
2875,SplashDown,2001,7,11,3
2876,NCAA Football 98,1997,13,8,1
2877,Jade Empire,2005,14,2,4
2878,Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions),2009,6,5,7
2879,The Sims 3,2010,4,8,8
2880,Skylanders: Trap Team,2014,20,5,9
2881,Prince of Persia: The Forgotten Sands,2010,6,6,9
2882,Chocobo's Dungeon 2,1998,13,10,4
2883,Advance Wars,2001,9,1,12
2884,Hannah Montana: The Movie,2009,4,32,11
2885,World of Zoo,2009,4,29,8
2886,Ape Escape: On the Loose,2005,17,4,2
2887,NASCAR 2001,2000,7,8,3
2888,IL-2 Sturmovik: Birds of Prey,2009,6,12,8
2889,Book of Spells,2012,6,4,9
2890,NCAA Football 2001,2000,13,8,1
2891,Mafia,2004,7,135,9
2892,Mobile Suit Gundam: Journey to Jaburo,2000,7,26,8
2893,Metal Gear Solid V: The Phantom Pain,2015,6,15,9
2894,TimeSplitters 2,2002,7,22,7
2895,MotionSports,2010,5,6,1
2896,MLB 08: The Show,2008,6,4,1
2897,Classic NES Series: Zelda II: The Adventure of Link,2004,9,1,11
2898,Fire Emblem: Monsh? no Nazo,1994,8,1,4
2899,Disney's Chicken Little,2005,9,32,2
2900,King Kong,1981,16,136,9
2901,WWE 2K15,2014,5,3,1
2902,The LEGO Movie Videogame,2014,10,20,9
2903,X-Men Origins: Wolverine - Uncaged Edition,2009,5,5,9
2904,Metal Gear Solid: Portable Ops Plus,2007,17,15,9
2905,Disney Tangled,2010,1,32,9
2906,Shrek the Third,2007,5,5,9
2907,Moto Racer 2,1997,13,8,3
2908,Halo 2 Multiplayer Map Pack,2005,14,2,7
2909,Minecraft: Story Mode,2015,6,107,11
2910,Mortal Kombat: Shaolin Monks,2005,7,40,9
2911,MX vs. ATV Unleashed: On the Edge,2006,17,29,3
2912,Skylanders: Trap Team,2014,6,5,9
2913,Mario Pinball Land,2004,9,1,6
2914,Mappy,1984,2,26,2
2915,J-League Soccer: Prime Goal,1993,8,26,1
2916,Dragon Ball Z: Budokai,2003,19,11,10
2917,NFL Xtreme,1998,13,4,1
2918,The Sly Collection,2010,6,4,2
2919,One Piece: Pirate Warriors 2,2013,6,26,9
2920,Assassin's Creed IV: Black Flag,2013,15,6,9
2921,Harry Potter and the Chamber of Secrets,2002,19,8,9
2922,Need for Speed: Shift 2 Unleashed,2011,6,8,3
2923,The Lord of the Rings: The Return of the King,2003,19,8,9
2924,Nintendo Presents: New Style Boutique 2 - Fashion Forward,2015,10,1,6
2925,MX vs. ATV Untamed,2007,5,29,3
2926,The Last Remnant,2008,5,17,4
2927,Frozen: Olaf's Quest,2013,4,32,2
2928,The Sims: Medieval,2011,15,8,8
2929,Baldur's Gate: Dark Alliance II,2004,7,118,4
2930,Shark Tale,2004,9,5,9
2931,Plants vs. Zombies: Garden Warfare,2014,18,8,7
2932,Kirby's Dream Collection: Special Edition,2012,1,1,9
2933,Bakugan: Battle Brawlers,2009,1,5,9
2934,Star Wars: Masters of Teras Kasi,1997,13,18,9
2935,The Last Story,2011,1,1,4
2936,NBA Street Vol. 2,2003,14,8,1
2937,Iron Man,2008,6,9,9
2938,Disney Infinity 3.0,2015,11,32,9
2939,Spider-Man 3,2007,6,5,2
2940,NCAA Football 2005,2004,14,8,1
2941,Mortal Kombat Mythologies: Sub-Zero,1997,13,14,10
2942,Rayman Legends,2013,20,6,2
2943,Naruto: Clash of Ninja,2003,19,100,10
2944,Prince of Persia: The Two Thrones,2005,7,6,9
2945,Hot Shots Golf: Open Tee 2,2007,17,4,1
2946,Metro: Last Light,2014,11,42,9
2947,Fossil Fighters: Champions,2010,4,1,4
2948,Mercenaries: Playground of Destruction,2005,14,18,9
2949,Sniper Elite 3,2014,11,12,7
2950,Doom (2016),2016,18,7,7
2951,Bushido Blade 2,1998,13,10,10
2952,Suikoden II,1998,13,15,4
2953,Need for Speed (2015),2015,18,8,3
2954,Cars: Mater-National Championship,2007,4,29,3
2955,FIFA Soccer 06,2005,14,8,1
2956,Hidden Objects: Mystery Stories,2009,4,96,11
2957,Red Steel,2006,1,6,7
2958,Fight Night 2004,2004,14,8,10
2959,Tourist Trophy: The Real Riding Simulator,2006,7,4,3
2960,Mass Effect,2008,15,8,4
2961,.hack//Mutation Part 2,2002,7,11,4
2962,Country Dance,2011,1,137,6
2963,Turok,2008,6,129,9
2964,Midway Arcade Treasures 2,2004,7,40,6
2965,100 Classic Books,2008,4,1,6
2966,Unreal Tournament III,2007,6,40,7
2967,Final Fantasy Crystal Chronicles: Ring of Fates,2007,4,17,4
2968,Return to Castle Wolfenstein: Tides of War,2003,14,5,7
2969,Need for Speed Rivals,2013,18,8,3
2970,Lollipop Chainsaw,2012,6,20,9
2971,The Darkness,2007,6,3,7
2972,Street Sk8er,1998,13,8,1
2973,Club Penguin: Elite Penguin Force - Herbert's Revenge,2010,4,32,11
2974,Contra: Legacy of War,1996,13,15,7
2975,Blazing Angels: Squadrons of WWII,2006,6,6,8
2976,Fight Night Round 2004,2004,14,8,10
2977,Wolfenstein: The New Order,2014,18,7,7
2978,The Biggest Loser: Challenge,2010,1,29,1
2979,Zaidan Houjin Nippon Kanji Nouryoko Kentei Kyoukai Kounin: KanKen DS,2006,4,138,6
2980,Spice World,1998,13,4,9
2981,Star Wars: Republic Commando,2005,14,5,7
2982,Armored Core 3,2002,7,139,8
2983,Need For Speed: Undercover,2008,1,8,3
2984,Taiko no Tatsujin Wii,2008,1,26,6
2985,The Witcher 3: Wild Hunt,2015,15,26,4
2986,Virtua Tennis: World Tour (US & Others sales),2005,17,9,1
2987,The LEGO Movie Videogame,2014,11,20,9
2988,Ratatouille,2007,17,29,9
2989,RIFT,2011,15,54,4
2990,Wild ARMs 2,1999,13,4,4
2991,Summer Sports: Paradise Island (Others sales),2008,1,6,1
2992,Castlevania: Lords of Shadow,2010,5,15,9
2993,BioShock Infinite,2013,15,3,7
2994,Minecraft: Story Mode,2015,11,107,11
2995,TV Show King Party,2008,1,6,5
2996,Crafting Mama,2010,4,12,8
2997,007: Quantum of Solace,2008,1,5,9
2998,Rock Band 3,2010,1,32,6
2999,Command & Conquer: Red Alert 3,2008,15,8,12
3000,The Fairly Odd Parents: Breakin Da Rules,2003,7,29,2
3001,WWE SmackDown vs. RAW 2007,2006,17,29,10
3002,Peppa Pig: Fun and Games,2010,4,6,6
3003,11s of Tron,1981,16,140,9
3004,Phoenix Wright: Ace Attorney - Trials and Tribulations,2007,4,13,11
3005,NHL 13,2012,5,8,1
3006,Borderlands: The Pre-Sequel,2014,6,3,7
3007,The Sims 3: High-End Loft Stuff,2010,15,8,8
3008,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,2006,4,141,6
3009,Pro Pinball: Big Race USA,1999,13,3,8
3010,NFL Street,2004,14,8,1
3011,Shaun White Snowboarding,2008,6,6,1
3012,The LEGO Movie Videogame,2014,20,20,9
3013,Tony Hawk's Proving Ground,2007,7,5,1
3014,MLB 2004,2003,7,4,1
3015,Naruto Shippuden: Ultimate Ninja 4,2007,7,11,10
3016,Tiger Woods PGA Tour 2000,1998,13,8,1
3017,Darkstone,2001,13,8,4
3018,NCAA March Madness 2003,2002,7,8,1
3019,Finding Nemo,2003,14,29,9
3020,Thrillville,2006,7,11,12
3021,NHL 10,2009,5,8,1
3022,Jikkyou World Soccer 2000 Final Edition,2000,7,15,1
3023,Madagascar,2005,19,5,2
3024,5r Brain Games,2012,1,26,5
3025,Dragon Quest Monsters: Caravan Heart,2003,9,25,4
3026,Strawberry Shortcake: Summertime Adventure,2004,9,35,11
3027,Rayman Legends,2013,6,6,2
3028,Rocksmith 2014,2013,15,6,6
3029,Street Fighter Anniversary Collection,2004,7,13,10
3030,Legend of Legaia,1998,13,4,4
3031,Napoleon: Total War,2010,15,9,12
3032,Fist of the North Star: Ken's Rage,2010,6,116,9
3033,Wario: Master of Disguise,2007,4,1,2
3034,Toy Story 3: The Video Game,2010,17,32,9
3035,The Sims: Bustin' Out,2003,19,8,8
3036,Tiger Woods PGA Tour 09,2008,6,8,1
3037,Keystone Kapers,1982,16,5,9
3038,LEGO Marvel Super Heroes,2013,23,20,9
3039,New Play Control! Pikmin,2008,1,1,12
3040,Shrek: Hassle at the Castle,2002,9,73,9
3041,Suikoden IV,2004,7,15,4
3042,Gods Eater Burst,2010,17,26,9
3043,Disney's Kim Possible 2: Drakken's Demise,2004,9,32,2
3044,Um Jammer Lammy,1998,13,4,6
3045,Brothers In Arms: Road to Hill 30,2005,14,6,7
3046,Madden NFL 10,2009,17,8,1
3047,Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions),2007,17,5,9
3048,Taiko no Tatsujin DS: Touch de Dokodon!,2007,4,26,6
3049,F1 2015,2015,11,36,3
3050,Scene It? Box Office Smash,2008,5,2,6
3051,Animaniacs Ten Pin Alley,1998,13,74,1
3052,Disney Infinity 2.0: Marvel Super Heroes,2014,20,32,9
3053,NHL 13,2012,6,8,1
3054,Kung Fu Panda,2008,7,5,9
3055,Tom Clancy's EndWar,2008,6,6,12
3056,The Evil Within,2014,18,7,9
3057,Tiger Woods PGA Tour 09,2008,5,8,1
3058,Radiata Stories,2005,7,17,4
3059,F-Zero GX,2003,19,1,3
3060,Disney's Chicken Little,2005,7,32,2
3061,Wall-E,2008,17,29,2
3062,Yoshi Topsy-Turvy,2004,9,1,2
3063,Up,2009,4,29,9
3064,Monster Jam: Maximum Destruction,2002,7,6,3
3065,Real Heroes: Firefighter,2009,1,142,9
3066,Cartoon Network Block Party / Cartoon Network Speedway Double Pack,2005,9,29,6
3067,World of Dragon Warrior - Torneko: The Last Hope,1999,13,25,4
3068,Drawn to Life: The Next Chapter,2009,4,29,5
3069,MLB 14: The Show,2014,11,143,1
3070,Tiger Woods PGA Tour 10,2009,5,8,1
3071,Advance Wars 2: Black Hole Rising,2003,9,1,12
3072,Fire Emblem: Shadow Dragon,2008,4,1,4
3073,Centipede,1998,13,11,7
3074,Drakengard,2003,7,17,4
3075,SingStar Pop Hits,2007,7,4,6
3076,Kung-Fu Master,1987,16,5,9
3077,Champions: Return to Arms,2005,7,77,4
3078,Harry Potter and the Goblet of Fire,2005,7,8,9
3079,SingStar R&B,2007,7,4,6
3080,Mary-Kate and Ashley: Magical Mystery Mall,2000,13,31,11
3081,MX vs. ATV Untamed,2007,17,29,3
3082,Disney Sing It: Party Hits,2010,1,32,6
3083,Dead or Alive 5,2012,6,49,10
3084,Star Ocean: First Departure,2007,17,17,4
3085,Super Robot Taisen Impact,2002,7,58,12
3086,Dragon Age: Inquisition,2014,6,8,4
3087,The Black Eyed Peas Experience,2011,1,6,6
3088,Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken,2008,4,26,6
3089,Sengoku Basara: Samurai Heroes,2010,6,13,9
3090,Crysis 3,2013,15,8,7
3091,Paws & Claws: Pet Vet,2007,4,29,8
3092,Harry Potter and the Half-Blood Prince,2009,7,8,9
3093,Crash Bandicoot Purple: Ripto's Rampage,2004,9,24,2
3094,Diablo III,2014,18,5,4
3095,Spyro: A Hero's Tail,2004,7,24,2
3096,Crash of the Titans,2007,17,24,9
3097,Aliens: Colonial Marines,2013,6,9,7
3098,Crash: Twinsanity,2004,7,24,2
3099,Max Payne 2: The Fall of Max Payne,2003,14,3,7
3100,Dragon Ball: Raging Blast 2,2010,5,26,10
3101,GoldenEye: Rogue Agent,2004,7,8,7
3102,NBA 2K17,2016,18,3,1
3103,Lost Planet: Extreme Condition,2008,6,13,7
3104,XCOM: Enemy Unknown,2012,5,3,12
3105,Rayman 3D,2011,10,6,2
3106,LEGO Marvel's Avengers,2016,11,20,9
3107,James Bond 007: Everything or Nothing,2004,14,8,7
3108,X2: Wolverine's Revenge,2003,7,5,2
3109,Stuntman: Ignition,2007,5,29,3
3110,NBA Live 06,2005,14,8,1
3111,Dragon Age II,2011,15,8,9
3112,LEGO Star Wars II: The Original Trilogy,2006,5,18,9
3113,Tom Clancy's Rainbow Six,1999,12,61,7
3114,Castlevania,1999,12,15,2
3115,Rayman 2: The Great Escape,1999,12,6,2
3116,The Lord of the Rings: Conquest,2009,5,8,9
3117,TimeSplitters 2,2002,14,22,7
3118,Onimusha: Dawn of Dreams,2006,7,13,9
3119,NieR,2010,6,17,4
3120,The Princess and the Frog,2009,4,32,2
3121,Sega Rally Revo,2007,6,9,3
3122,Gravity Rush,2012,23,4,9
3123,Konami Collector's Series: Arcade Advanced,2002,9,15,6
3124,White Knight Chronicles II,2010,6,4,4
3125,Wolfenstein,2009,6,5,7
3126,Jampack Volume 13 (RP-T),2005,7,4,6
3127,LEGO Dimensions,2015,11,20,9
3128,Start the Party!,2010,6,4,6
3129,Cruis'n World,1998,12,1,3
3130,Madden NFL 2001,2000,12,8,1
3131,NBA Live 08,2007,6,8,1
3132,The Walking Dead: Survival Instinct,2013,5,5,7
3133,Donkey Kong Barrel Blast,2007,1,1,3
3134,Okami,2008,1,13,9
3135,Lemony Snicket's A Series of Unfortunate Events,2004,7,5,2
3136,Middle-Earth: Shadow of Mordor,2014,6,20,9
3137,Family Feud: 2010 Edition,2009,1,6,6
3138,Red Steel 2,2010,1,6,7
3139,X-Men Legends II: Rise of Apocalypse,2005,7,5,4
3140,Nightmare Creatures,1997,13,4,9
3141,SingStar Queen,2009,7,4,6
3142,Just Dance 2015,2014,5,6,6
3143,F1 2013,2013,6,36,3
3144,Juiced 2: Hot Import Nights,2007,5,29,3
3145,Tony Hawk's Pro Skater 2x,2001,14,5,1
3146,Sim Theme Park,1999,13,8,12
3147,FIFA Soccer 2003,2002,14,8,1
3148,Ghostbusters: The Video Game,2009,5,11,9
3149,NASCAR 06: Total Team Control,2005,7,8,3
3150,Tony Hawk's Project 8,2006,6,5,1
3151,Dogz,2004,9,6,8
3152,Disney Universe,2011,6,32,9
3153,Guitar Hero: Metallica,2009,6,5,6
3154,Iron Man,2008,17,9,9
3155,Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,2012,10,26,6
3156,Harry Potter and the Half-Blood Prince,2009,4,8,9
3157,A Bug's Life,1998,12,5,2
3158,Super Castlevania IV,1991,8,15,2
3159,DJ Hero 2,2010,1,5,6
3160,Angry Birds Trilogy,2012,10,5,9
3161,Condemned 2: Bloodshot,2008,5,9,9
3162,Cabela's Big Game Hunter (2008),2007,1,5,1
3163,Mobile Suit Z Gundam: AEUG vs. Titans,2003,7,26,10
3164,Just Dance 3,2011,6,6,6
3165,Call of Duty: Black Ops,2010,4,5,7
3166,God of War III,2015,11,4,9
3167,Ape Escape 2,2002,7,4,2
3168,Metroid Prime: Trilogy,2009,1,1,7
3169,X-Man,1982,16,144,9
3170,Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions),2009,5,5,7
3171,The Sims 3: Generations,2011,15,8,8
3172,The Crew,2014,18,6,3
3173,Battle of Giants: Dragons,2009,4,6,12
3174,Dragon Quest Monsters Joker 3,2016,10,17,4
3175,Sonic & All-Stars Racing Transformed,2012,5,9,3
3176,Shin Megami Tensei: Persona 3 FES,2007,7,49,4
3177,FIFA Soccer 2002,2001,7,8,1
3178,Shin Megami Tensei: Persona 3 Portable,2009,17,145,4
3179,Final Fantasy VII International,1997,13,55,4
3180,Tiger Woods PGA Tour 12: The Masters,2011,5,8,1
3181,Okami,2006,7,13,9
3182,NHL 2001,2000,13,8,1
3183,World of Zoo,2009,1,29,8
3184,LEGO Jurassic World,2015,18,20,9
3185,Wet,2009,6,7,7
3186,MySims Racing,2009,4,8,3
3187,Buzz Lightyear of Star Command,2000,13,5,2
3188,Namco Museum,2002,19,26,6
3189,Nobunaga no Yabou: Haouden,1993,8,49,12
3190,Virtua Cop,1995,24,9,7
3191,Tony Hawk's American Wasteland,2005,14,5,1
3192,WWF in Your House,1996,13,31,10
3193,Prince of Persia: The Forgotten Sands,2010,5,6,9
3194,Vanquish,2010,6,9,7
3195,Wild ARMs 3,2002,7,6,4
3196,NBA ShootOut '97,1997,13,4,1
3197,Sacred 2: Fallen Angel,2009,6,42,4
3198,Madden NFL 07,2006,19,8,1
3199,Far Cry 4,2014,15,6,7
3200,Battlezone,1982,16,11,7
3201,Tiger Woods PGA Tour 2004,2003,14,8,1
3202,LEGO Pirates of the Caribbean: The Video Game,2011,10,32,9
