id,name,year,platform,publisher,genre
8550,Senran Kagura: Sh?jo-tachi no Shinei,2011,10,220,9
8551,Ultimate Spider-Man,2005,4,5,9
8552,Fist of the North Star: Ken's Rage,2010,5,116,9
8553,He-Man: Power of Grayskull,2002,9,73,9
8554,WordJong,2007,4,300,5
8555,Putty Squad,2013,11,301,2
8556,Polaris SnoCross,2000,13,302,3
8557,Wing Commander III: Heart of the Tiger,1996,13,8,9
8558,Top Spin 4,2011,1,3,1
8559,Prince of Persia: The Forgotten Sands,2010,4,6,9
8560,Mat Hoffman's Pro BMX 2,2002,9,5,1
8561,Muppet RaceMania,1999,13,4,3
8562,Namco Museum Vol.5,1996,13,4,6
8563,Courier Crisis,1997,13,147,3
8564,Bleach: Dark Souls,2007,4,9,10
8565,The Oregon Trail,2011,1,68,8
8566,Digimon Battle Spirit 2,2003,9,26,10
8567,Winning Post 3,1998,13,49,3
8568,FIFA 06: Road to FIFA World Cup,2005,5,8,1
8569,Driven,2001,7,176,3
8570,F.E.A.R. 3,2011,15,20,7
8571,de Blob 2,2011,5,29,2
8572,Warhammer 40,000: Fire Warrior,2003,7,29,7
8573,Hot Wheels: Battle Force 5,2009,4,5,3
8574,James Noir's Hollywood Crimes,2011,10,6,11
8575,Deadly Premonition,2010,6,71,9
8576,Bomberman,2006,17,15,5
8577,MTV Music Generator 2,2001,7,36,6
8578,The Quest Trio,2008,4,191,5
8579,Chaotic: Shadow Warriors,2009,5,5,9
8580,Space Invaders Extreme,2008,4,17,7
8581,Burnout 2: Point of Impact,2003,19,31,3
8582,Paris-Dakar Rally,2001,7,31,3
8583,All-Pro Football 2K8,2007,6,3,1
8584,Dragon Ball Z: Harukanaru Densetsu (JP sales),2007,4,26,4
8585,Atelier Iris: Eternal Mana,2004,7,49,4
8586,Blinx 2: Masters of Time & Space,2004,14,2,2
8587,Stormrise,2009,5,9,12
8588,NHL 2K10,2009,6,3,1
8589,FIFA Street 2,2006,17,8,1
8590,Tak: The Great Juju Challenge,2005,19,29,2
8591,Deponia,2012,15,303,11
8592,Harvest Moon: The Lost Valley,2014,10,80,8
8593,Knockout Kings 2003,2002,19,8,1
8594,NCAA Football 2004,2003,19,8,1
8595,XGIII: Extreme G Racing,2001,19,31,3
8596,NHL 17,2016,18,8,1
8597,Jewel Quest Solitaire,2009,4,96,5
8598,Metal Gear Solid V: Ground Zeroes,2014,5,15,9
8599,Digimon World 4,2005,7,11,4
8600,Cars: Race-O-Rama,2009,5,29,3
8601,Disney's Story Studio: Disney's Mulan,1999,13,4,6
8602,Klax,1989,16,11,5
8603,Pressure Cooker,1982,16,5,9
8604,Saturn Bomberman,1996,24,9,5
8605,Jikkyou Powerful Pro Yakyuu Portable,2006,17,15,1
8606,The Adventures of Tintin: The Game,2011,10,6,9
8607,American Chopper,2004,14,87,3
8608,Sonny with a Chance,2010,4,32,9
8609,Murdered: Soul Suspect,2014,6,17,9
8610,Farm Frenzy: Animal Country,2009,4,89,8
8611,Kingdom Under Fire: Heroes,2005,14,42,12
8612,Wolfenstein: The Old Blood,2015,18,7,9
8613,The Terminator: Dawn of Fate,2002,14,11,9
8614,Naruto Shippuden: Legends: Akatsuki Rising,2009,17,26,10
8615,Scooby-Doo! Unmasked,2005,19,29,2
8616,Streak: Hoverboard Racing,1998,13,14,3
8617,Samurai Warriors: Katana,2007,1,49,9
8618,Project Sylpheed: Arc of Deception,2006,5,2,7
8619,Enthusia Professional Racing,2005,7,15,3
8620,NCAA GameBreaker 2001,2000,7,4,1
8621,Get On Da Mic,2004,7,22,6
8622,Heroes of Mana,2007,4,17,12
8623,Jurassic: The Hunted,2009,1,5,7
8624,Army Men: Sarge's War,2004,19,64,7
8625,Horse Life Adventures,2008,1,42,8
8626,Amagami,2011,17,153,11
8627,Ice Age 2: The Meltdown,2006,4,24,2
8628,Jikkyou Powerful Pro Yakyuu 2009,2009,7,15,1
8629,Blazing Angels 2: Secret Missions of WWII,2007,6,6,8
8630,Bigfoot: Collision Course,2009,4,87,3
8631,Marvel Super Hero Squad: The Infinity Gauntlet,2010,5,29,9
8632,Kidou Senkan Nadesico,1997,24,9,12
8633,Tears to Tiara II: Heir of the Overlord,2013,6,132,4
8634,Frogger's Adventures: The Rescue,2003,19,15,2
8635,The Incredibles: Rise of the Underminer,2005,4,29,9
8636,Darksiders,2010,15,29,9
8637,The Secret Saturdays: Beasts of the 5th Sun,2009,7,59,9
8638,Countdown: The Game,2009,4,52,5
8639,Active Life Explorer,2010,1,26,1
8640,MLB Power Pros 2008,2008,7,15,1
8641,The Fairly Odd Parents: Clash with the Anti-World,2005,9,29,11
8642,Theatrhythm Dragon Quest,2015,10,17,6
8643,Major League Baseball 2K10,2010,4,3,1
8644,Naruto: Powerful Shippuden,2012,10,26,2
8645,Disney's The Lion King: Simba's Mighty Adventure,2000,13,5,9
8646,Family Party: Fitness Fun,2010,1,59,1
8647,Thor: God of Thunder,2011,6,9,9
8648,Fantastic Four: Rise of the Silver Surfer,2007,6,3,9
8649,Metal Slug Anthology,2006,1,151,7
8650,GoldenEye 007 (2010),2010,4,5,9
8651,Jikkyou Powerful Pro Yakyuu 2012,2012,17,15,9
8652,All Japan Pro Wrestling featuring Virtua,1997,24,9,10
8653,Rudra no Hihou,1996,8,10,4
8654,Gundam Breaker 2,2014,23,26,9
8655,Prince of Persia: The Sands of Time,2003,9,6,9
8656,Cake Mania: In The Mix!,2008,1,35,5
8657,Zoids: Battle Legends,2003,19,100,9
8658,World Series Baseball 2K3,2003,14,9,1
8659,Serious Sam,2002,14,3,7
8660,Kowloon's Gate,1997,13,4,11
8661,Killer7,2005,19,13,9
8662,Kingdom of Paradise,2005,17,4,4
8663,Hidden Mysteries: Salem Secrets - Witch Trials of 1692,2010,4,276,5
8664,NBA Street Homecourt,2007,6,8,1
8665,The Sims Medieval: Pirates and Nobles,2011,15,8,8
8666,The Cursed Crusade,2011,5,233,9
8667,Super Monkey Ball Adventure,2006,19,9,2
8668,Kids Learn Math: A+ Edition,2011,4,54,6
8669,FIFA Soccer 2002,2001,13,8,1
8670,Build-A-Bear Workshop: Welcome to Hugsville,2010,4,103,6
8671,Street Fighter Anniversary Collection,2004,14,13,10
8672,Final Fantasy XI: Vana'diel Collection 2008,2007,5,17,4
8673,Suzumiya Haruhi no Yakusoku,2007,17,26,11
8674,Shadow Ops: Red Mercury,2004,14,11,7
8675,Indigo Prophecy,2005,7,11,11
8676,Mind Zero,2013,23,67,4
8677,World League Soccer,1991,8,157,1
8678,NBA ShootOut 2001,2001,7,4,1
8679,Earth Defense Force 2025,2013,5,59,7
8680,Spider-Man: Friend or Foe,2007,1,5,9
8681,Ultimate Board Game Collection,2007,1,169,6
8682,Syndicate,2012,6,304,7
8683,Samurai Shodown Anthology,2008,7,151,10
8684,NBA 09: The Inside,2008,6,4,1
8685,Musashi: Samurai Legend,2005,7,11,4
8686,Saint Seiya: Soldiers' Soul,2015,11,26,10
8687,Terraria,2011,15,54,9
8688,Castlevania: Lords of Shadow - Mirror of Fate,2013,10,15,9
8689,3rd Super Robot Wars Z: Tengoku-Hen,2015,6,26,9
8690,Fantasia: Music Evolved,2014,18,32,6
8691,F1 2001,2001,7,8,3
8692,The Legend of Heroes: Trails of Cold Steel II,2014,23,132,4
8693,Top Gun: Combat Zones,2002,19,104,8
8694,J-League Victory Goal,1995,24,9,1
8695,Bakugan Battle Brawlers: Defenders of the Core,2010,17,5,9
8696,Oreshika: Tainted Bloodlines,2014,23,4,4
8697,White Knight Chronicles: Origins,2011,17,4,4
8698,Return to PopoloCrois: A Story of Seasons Fairytale,2015,10,105,8
8699,Spongebob Squarepants / Fairly Odd Parents Double Pack,2005,9,29,9
8700,History Civil War: Secret Missions,2008,7,5,7
8701,NHL 09,2008,7,8,1
8702,Mirror's Edge Catalyst,2016,18,8,2
8703,Derby Stallion 64,2001,12,305,1
8704,Doraemon 3: Nobi Dai no Machi SOS!,2000,12,175,2
8705,Space Station Silicon Valley,1997,12,3,11
8706,Dark Rift,1997,12,306,10
8707,Tokyo Xanadu,2015,23,221,4
8708,All-Star Baseball 2003,2002,19,31,1
8709,Burger Island,2009,1,154,9
8710,Petz: Dogz Talent Show,2009,4,6,8
8711,T'ai Fu: Wrath of the Tiger,1998,13,5,9
8712,Rocky,2002,14,115,10
8713,Ford Racing 2,2003,14,90,3
8714,Odin Sphere: Leifthrasir,2016,23,132,4
8715,Sam & Max: Season One,2008,1,259,11
8716,Virtua Tennis 4,2011,1,9,1
8717,Tetris Attack,1995,8,1,5
8718,Candace Kane's Candy Factory,2008,1,154,9
8719,BloodRayne 2,2004,14,29,7
8720,Hot Wheels: Beat That!,2007,1,5,3
8721,Soldier of Fortune: Payback,2007,6,5,7
8722,Jaws Unleashed,2006,14,29,9
8723,Pro Yaky? Spirits 6,2009,6,15,1
8724,Star Trek: Voyager Elite Force,2001,7,36,7
8725,X-Men: The Official Game,2006,19,5,9
8726,Brain Boost: Gamma Wave,2005,4,12,5
8727,Scarface: The World is Yours,2007,1,24,9
8728,Rock Band: Metal Track Pack,2009,5,32,6
8729,Chessmaster II,1998,13,52,12
8730,All-Star Baseball 2003,2002,9,31,1
8731,Scooby-Doo! Mystery Mayhem,2004,14,29,9
8732,Winning Post 4,1999,13,49,1
8733,Major League Baseball 2K13,2013,6,3,1
8734,DreamWorks Super Star Kartz,2011,1,5,3
8735,Pro Baseball Spirits 2015,2015,6,15,9
8736,187: Ride or Die,2005,7,6,3
8737,Curious George,2006,19,26,9
8738,Armored Core: For Answer,2008,5,6,8
8739,Geist,2005,19,1,11
8740,Cardinal Syn,1998,13,4,10
8741,Charm Girls Club: Pajama Party,2009,1,8,6
8742,Street Fighter Alpha 3,2002,9,13,10
8743,The Wizard of Oz: Beyond The Yellow Brick Road,2008,4,59,4
8744,Mobile Suit Gundam Side Story III: Sabakareshi Mono,1997,24,26,7
8745,Ridge Racer DS,2004,4,26,3
8746,Warriors Orochi 3,2014,11,49,9
8747,Nancy Drew: The White Wolf of Icicle Creek,2008,1,9,11
8748,Super Street Fighter II,1993,21,13,10
8749,Metal Gear Solid: Peace Walker HD Edition,2011,6,15,9
8750,Battle Stadium D.O.N,2006,7,26,10
8751,No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,2000,13,15,1
8752,Brain Boost: Beta Wave,2005,4,12,5
8753,Power Pro Kun Pocket 9,2006,4,15,1
8754,Rubik's World,2008,1,103,5
8755,Gallop & Ride!,2008,1,29,1
8756,Shenmue II,2001,22,9,11
8757,Major League Baseball 2K8,2008,7,7,1
8758,Capcom Classics Collection,2005,14,13,6
8759,Fugitive Hunter: War on Terror,2003,7,98,7
8760,The Incredible Hulk: Ultimate Destruction,2005,19,24,9
8761,Prince of Persia: The Two Thrones,2005,19,6,9
8762,Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,2011,17,58,11
8763,Baseball Blast!,2009,1,3,1
8764,Pac-Man World 3,2005,14,26,2
8765,The Walking Dead: Season Two,2014,23,174,11
8766,Harvest Moon: Hero of Leaf Valley,2009,17,71,8
8767,Phantasy Star Online Episode I & II,2003,14,9,4
8768,F1 2012,2012,15,36,3
8769,Rayman Raving Rabbids,2007,4,6,6
8770,Kung-Fu: High Impact,2011,5,194,9
8771,SNK Arcade Classics Vol. 1,2008,17,151,6
8772,Darkstalkers Chronicle: The Chaos Tower,2004,17,13,10
8773,NHL 2K10,2009,5,3,1
8774,Batman Begins,2005,19,8,9
8775,Toy Story Racer,2001,13,5,3
8776,Yakuza: Ishin,2014,11,9,9
8777,F1 2011,2011,23,36,3
8778,Disney's Donald Duck: Goin' Quackers,2000,13,6,2
8779,Mobile Suit Gundam: Perfect One Year War,1997,13,26,12
8780,Galerians,1999,13,68,11
8781,Crash: Twinsanity,2004,14,24,2
8782,DrumMania,2000,7,15,8
8783,Yu-Gi-Oh! Nightmare Troubadour (US sales),2005,4,15,9
8784,Code:Realize - Sousei no Himegimi,2014,23,Idea Factory,11
8785,Hoppechan: Tsukutte! Asonde! Punipuni Town!!,2013,10,229,9
8786,Deus Ex: Mankind Divided,2016,18,17,4
8787,Arena Football,2006,14,8,1
8788,Tamagotchi no Narikiri Channel,2009,4,26,4
8789,Power Pro Kun Pocket 1+2,2004,9,15,1
8790,Rayman Origins,2012,10,6,2
8791,Thor: God of Thunder,2011,5,9,9
8792,Medal of Honor: Infiltrator,2003,9,8,7
8793,Risen 2: Dark Waters,2012,5,42,4
8794,Blazing Dragons,1996,13,111,11
8795,Geometry Wars: Galaxies,2007,4,24,7
8796,Super Monkey Ball Deluxe,2005,14,9,6
8797,Shin Megami Tensei: Devil Summoner - Soul Hackers,1999,13,72,4
8798,Shin Chan: ¡Aventuras de Cine!,2008,4,12,2
8799,Alien: Isolation,2014,15,9,7
8800,High Velocity Bowling,2010,6,4,1
8801,Tamagotchi Collection,2011,4,26,6
8802,Pac-Man Party 3D,2011,10,26,6
8803,NewU Fitness First Mind Body, Yoga & Pilates Workout,2010,1,194,1
8804,Backyard Sports: Sandlot Sluggers,2010,4,11,1
8805,Turbo Prop Racing,1997,13,4,3
8806,Barbie Superpack: Secret Agent / Groovy Games,2005,9,24,6
8807,Tom Clancy's Ghost Recon,2003,19,6,7
8808,Dance Dance Revolution (North America),2001,13,15,8
8809,Bakugan Battle Brawlers: Defenders of the Core,2010,5,5,9
8810,Mad Dash Racing,2001,14,22,3
8811,Dreamworks 2-in-1 Party Pack,2010,4,5,6
8812,Summon Night 5,2013,17,26,4
8813,MotoGP 2: Ultimate Racing Technology,2001,7,4,3
8814,Black * Rock Shooter: The Game,2011,17,54,4
8815,Travel Games For Dummies,2008,4,8,6
8816,BMX XXX,2002,7,31,1
8817,SafeCracker: The Ultimate Puzzle Adventure,2009,4,307,5
8818,Tiger Woods PGA Tour,2004,4,8,1
8819,Dragon Ball Z: Idainaru Dragon Ball Densetsu,1995,24,26,10
8820,Sonic Advance & Sonic Pinball Party Combo Pack,2005,9,9,6
8821,Boktai: The Sun is in Your Hand,2003,9,15,4
8822,Cars: Mater-National Championship,2007,5,29,3
8823,Making History: The Great War,2010,1,26,12
8824,Drawn to Life Collection,2010,4,29,6
8825,Guilty Gear X2 #Reload,2004,14,87,10
8826,Wizardry VII: Gadeia no Houshu,1995,13,4,4
8827,Dynasty Warriors 8: Xtreme Legends,2013,23,49,9
8828,Moshi Monsters: Katsuma Unleashed,2013,4,5,9
8829,Elf: The Movie,2004,9,68,9
8830,Metal Slug 7,2008,4,151,7
8831,MLB SlugFest 20-03,2002,19,40,1
8832,Tamagotchi no Appare! Niji Venture,2007,4,26,4
8833,Grabbed by the Ghoulies,2003,14,2,9
8834,Ys: The Oath in Felghana,2010,17,254,4
8835,Shadow Hearts: From The New World,2005,7,145,4
8836,Mega Man Powered Up,2006,17,13,2
8837,CSI: 3 Dimensions of Murder,2007,7,6,11
8838,Barbarian,2002,7,104,10
8839,QuickSpot,2006,4,26,6
8840,Deception IV: Blood Ties,2014,23,49,9
8841,Tennis no Oji-Sama: Aim at The Victory!,2002,9,15,1
8842,L.A. Rush,2005,14,40,3
8843,Lunar 2: Eternal Blue(sales, but wrong system),1994,21,308,4
8844,Where the Wild Things Are,2009,4,20,2
8845,Pipe Dreams 3D,2001,13,90,5
8846,Derby Stallion Gold,2014,10,153,1
8847,11 Time: Explore the Dungeon Because I Don't Know!,2013,10,59,9
8848,Lost Dimension,2014,23,132,4
8849,Fox Sports Golf '99,1997,13,264,1
8850,Jurassic: The Hunted,2009,7,5,7
8851,Power Rangers: Super Legends,2007,7,32,9
8852,Sakura Wars GB,2000,3,305,11
8853,Shining Force CD,1994,25,9,12
8854,Rayman 3,2003,9,6,2
8855,Fatal Frame,2001,7,172,9
8856,The Fifth Element,1998,13,4,9
8857,Kung Fu Panda 2,2011,1,29,9
8858,Fast Food Panic,2010,4,127,8
8859,Diner Dash: Flo on the Go,2009,4,75,5
8860,Adrenalin Misfits,2010,5,15,3
8861,Okaeri! Chibi-Robo! Happy Richie Oosouji,2009,4,1,11
8862,Wild ARMs 4,2005,7,12,4
8863,Haunted House,2010,1,11,9
8864,Ratatouille,2007,19,29,9
8865,G.I. Joe: The Rise of Cobra,2009,7,8,9
8866,Casper: Spirit Dimensions,2001,7,73,2
8867,Super Robot Taisen OG Saga: Endless Frontier (JP sales),2008,4,26,4
8868,Sengoku Musou 3 Empires,2011,6,49,9
8869,Dream Pinball 3D,2008,1,84,6
8870,Thunder Truck Rally,1997,13,88,3
8871,Dishonored,2015,18,7,9
8872,Klonoa: Empire of Dreams,2001,9,53,2
8873,G.I. Joe: The Rise of Cobra,2009,17,8,9
8874,Dragon Age: Origins - Ultimate Edition,2010,15,8,4
8875,Balloon Pop,2009,4,284,5
8876,Disney Infinity 2.0: Marvel Super Heroes,2015,23,32,9
8877,Iron & Blood,1996,13,31,10
8878,Asphalt: Urban GT 2,2006,4,6,3
8879,Pinball Hall of Fame: The Gottlieb Collection,2006,1,158,6
8880,Second Sight,2004,7,36,11
8881,Spider-Man: Edge of Time,2011,4,5,9
8882,Monster House,2006,7,29,11
8883,Phantom Brave,2004,7,49,4
8884,Just Cause,2006,5,22,9
8885,ArmA II,2009,15,12,7
8886,Championship Motocross 2001 featuring Ricky Carmichael,2001,13,29,3
8887,Kenka Banchou 5: Otoko no Housoku,2011,17,130,9
8888,Legend of the Guardians: The Owls of Ga'Hoole,2010,4,20,9
8889,Doshin the Giant,2002,19,1,8
8890,Shrek 2 and Shark Tale 2-in-1 Pack,2005,9,5,6
8891,Star Ocean: Blue Sphere,2001,3,25,4
8892,Mojo!,2003,7,52,5
8893,Destroy All Humans! Big Willy Unleashed,2008,1,29,9
8894,Age of Empires: Collector's Edition,2000,15,6,12
8895,Ford Racing Off Road,2008,17,169,3
8896,Kamen Rider Ryuki,2002,13,26,9
8897,Front Mission Alternative,1997,13,10,12
8898,World Championship Poker: Howard Lederer - All In,2006,17,12,6
8899,FIFA Soccer 2005,2004,19,8,1
8900,Cave Story 3D,2011,10,132,2
8901,The Orange Box,2007,15,8,7
8902,Super Dodgeball Brawlers,2008,4,224,1
8903,Victorious Boxers: Revolution,2007,1,6,10
8904,Record of Agarest War 2,2010,6,266,4
8905,SBK 2011: FIM Superbike World Championship,2011,6,194,3
8906,Power Stone,1998,22,22,10
8907,Jonny Moseley Mad Trix,2001,7,29,1
8908,Monster Lab,2008,4,22,4
8909,Uta no * Prince-Sama: Repeat,2011,17,309,11
8910,Senran Kagura Burst: Guren no Sh?jo-tachi,2012,10,105,9
8911,MTV Music Generator 3: This Is the Remix,2004,7,36,6
8912,Cake Mania 3,2009,4,35,8
8913,.hack//Link,2010,17,26,4
8914,Terminator 3: Rise of the Machines,2003,14,11,9
8915,Star Wars: Knights of the Old Republic,2003,15,18,4
8916,SSX On Tour,2005,14,8,1
8917,NCAA College Basketball 2K3,2002,14,9,1
8918,Class of Heroes,2008,17,310,4
8919,Yogi Bear: The Video Game,2010,4,59,9
8920,The Legend of Heroes II: Prophecy of the Moonlight Witch,2004,17,26,4
8921,Cranium Kabookii,2007,1,6,6
8922,Hero's Saga Laevatein Tactics,2008,4,67,4
8923,Doom,2001,9,5,7
8924,Gundam Breaker 2,2014,6,26,9
8925,TRINITY: Souls of Zill O'll,2010,6,116,4
8926,Mary-Kate and Ashley: Winners Circle,2001,13,31,9
8927,PaRappa The Rapper 2,2001,7,4,6
8928,Hexyz Force,2009,17,72,4
8929,OutRun 2,2004,14,9,3
8930,Okami,2012,6,13,9
8931,Marvel vs. Capcom 2: New Age of Heroes,2000,22,19,10
8932,Hitman: Blood Money,2006,14,22,9
8933,Soukaigi,1998,13,10,4
8934,Naruto Shippuden: Ninja Destiny 3,2006,4,59,10
8935,Xevious 3D/G+,1997,13,4,7
8936,Pipe Mania,2008,7,90,5
8937,Gretzky NHL 06,2005,17,4,1
8938,Shonen Jump's Shaman King: Master of Spirits,2004,9,15,4
8939,PANGYA: Fantasy Golf,2009,17,197,1
8940,NFL Blitz 20-03,2002,14,40,1
8941,Sumikko Gurashi: Omise Hajimerundesu,2015,10,229,9
8942,Pirates: The Legend of Black Kat,2002,7,8,11
8943,Fur Fighters: Viggo's Revenge,2001,7,31,9
8944,Krull,1982,16,11,9
8945,Yu-Gi-Oh! Monster Capture GB,2000,3,15,4
8946,Risen,2009,15,42,4
8947,Top Spin 3,2008,4,59,9
8948,Zapper: One Wicked Cricket!,2002,9,53,2
8949,The Da Vinci Code,2006,7,3,9
8950,Watch Dogs,2014,20,6,9
8951,Mr. Driller: Drill Spirits,2004,4,1,5
8952,Arctic Tale,2007,4,87,11
8953,Scooby-Doo! Night of 100 Frights,2003,14,29,2
8954,MX vs. ATV Reflex,2009,4,29,3
8955,Anno 1701: Dawn of Discovery,2007,4,129,8
8956,Chicken Shoot,2007,4,87,9
8957,Dead to Rights,2002,19,8,7
8958,Sphinx and the Cursed Mummy,2003,19,29,9
8959,Cabela's Outdoor Adventures (2009),2009,7,57,1
8960,T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy,1998,13,242,11
8961,Naruto RPG 2: Chidori vs Rasengan,2005,4,100,4
8962,Destruction Derby Raw,2000,13,4,3
8963,Project V6,1998,13,311,12
8964,Farming Simulator 2012,2012,10,312,9
8965,NFL Head Coach 09,2008,6,8,1
8966,World Tour Soccer 2003,2002,7,4,1
8967,Akiba's Trip,2011,17,310,11
8968,Bravo Air Race,1997,13,29,3
8969,Onimusha Essentials,2008,7,13,9
8970,Blazing Angels 2: Secret Missions of WWII,2007,5,6,8
8971,Gundam: The Battle Master,1997,13,26,10
8972,Spyro: A Hero's Tail,2004,14,24,2
8973,¡Shin Chan Flipa en colores!,2007,4,12,2
8974,Just Cause 3,2015,15,17,9
8975,Eternal Poison,2008,7,58,4
8976,Lord of the Rings: Tactics,2005,17,8,12
8977,X-Blades,2009,5,84,9
8978,Gretzky NHL 06,2005,7,4,1
8979,Gungrave: Overdose,2004,7,98,7
8980,Kidou Senshi Gundam: Shin Gihren no Yabou,2011,17,26,12
8981,How to Train Your Dragon,2010,5,5,9
8982,Your Shape: Fitness Evolved 2013,2012,20,6,9
8983,My Fitness Coach: Club,2011,6,6,1
8984,NBA ShootOut 2002,2001,13,4,1
8985,SingStar Vol. 3,2008,6,4,6
8986,The Granstream Saga,1997,13,4,4
8987,Scene It? Bright Lights! Big Screen!,2009,1,20,6
8988,Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?,2007,17,132,4
8989,Micro Machines 64 Turbo,1999,12,36,3
8990,Bassmasters 2000,1999,12,29,1
8991,Baldur's Gate: Dark Alliance,2002,19,19,4
8992,Bio FREAKS,1998,12,14,9
8993,Eternal Eyes,1999,13,242,4
8994,Injustice: Gods Among Us,2013,23,20,10
8995,Fate/Unlimited Codes,2008,7,13,10
8996,Atari's Greatest Hits: Volume 1,2010,4,11,6
8997,The Operative: No One Lives Forever,2002,7,8,7
8998,International Cricket 2010,2010,5,36,1
8999,Epidemic,1995,13,4,7
9000,Monster House,2006,19,29,11
9001,Dead or Alive 2,2000,22,31,10
9002,Buck Fever,2009,1,154,1
9003,NCAA Basketball Final Four 97,1997,13,52,1
9004,Ecco the Dolphin: Defender of the Future,2002,7,4,11
9005,Heroes over Europe,2009,5,6,8
9006,The Bombing Islands,1997,13,189,2
9007,Earth Defense Force 2: Invaders from Planet Space,2011,17,59,9
9008,Monster Jam,2007,4,5,3
9009,Robots,2005,4,24,9
9010,Gyakuten Saiban 2,2002,9,13,9
9011,Godzilla: Save the Earth,2004,14,11,10
9012,Skylanders Giants,2012,10,5,9
9013,Eragon,2006,5,24,9
9014,Micro Machines,2002,7,11,3
9015,Detective Barbie: The Mystery Cruise,1999,13,140,11
9016,Jim Henson's the Muppets: On With the Show!,2003,9,73,9
9017,Desire,1997,24,313,11
9018,Valhalla Knights: Eldar Saga,2009,1,71,4
9019,Lips: I Love The 80s,2010,5,2,6
9020,Monster Hunter Diary: Poka Poka Airou Village DX,2015,10,13,9
9021,Frank Thomas Big Hurt Baseball,1996,13,31,1
9022,Tim Burton's The Nightmare Before Christmas: The Pumpkin King,2005,9,32,2
9023,Power Pro Kun Pocket 8,2005,4,15,1
9024,Sid Meier's Pirates!,2005,14,3,12
9025,Enclave,2002,14,314,11
9026,Bottom of the 9th,1996,13,15,1
9027,Pro Yaky? Spirits 2014,2014,6,15,1
9028,Dino Crisis 3,2003,14,13,9
9029,Syberia,2008,4,52,9
9030,Zoobles! Spring to Life!,2011,4,5,6
9031,NFL Blitz 20-03,2002,19,40,1
9032,The King of Fighters '94 (CD),1993,27,244,10
9033,The Walking Dead: Season Two,2014,18,174,11
9034,Master Jin Jin's IQ Challenge,2006,4,12,6
9035,The Darkness II,2012,15,3,7
9036,Create,2010,5,8,9
9037,Karaoke Revolution Glee: Volume 3,2011,5,15,6
9038,Barbie Explorer,2001,13,54,2
9039,Rango: The Video Game,2011,1,8,9
9040,Disney's Chicken Little,2005,14,32,2
9041,Power Gig: Rise of the SixString,2010,6,54,6
9042,Transformers: Prime,2012,20,5,9
9043,Agile Warrior F-111X,1995,13,19,8
9044,NCIS,2011,5,6,11
9045,Jikkyou Powerful Pro Yakyuu Wii,2007,1,15,1
9046,Reality Fighters,2012,23,4,10
9047,Dynasty Warriors 7: Empires,2012,6,116,9
9048,Cabela's African Safari,2006,5,57,1
9049,Ben 10 Galactic Racing,2011,4,59,3
9050,College Hoops 2K8,2007,6,3,1
9051,Super Puzzle Fighter II Turbo,1996,13,19,5
9052,Ninjatown,2008,4,84,12
9053,Star Wars: Jedi Power Battles,2002,9,29,9
9054,Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,2002,19,26,10
9055,Hard Rock Casino,2007,17,60,6
9056,Space Venus starring Morning Musume,2001,7,315,6
9057,To Heart,1999,13,316,11
9058,Wild ARMs XF,2007,17,12,4
9059,Doukyuusei,1995,28,239,11
9060,RockMan & Forte,1998,8,13,2
9061,Persona 4: Arena Ultimax,2014,6,72,10
9062,NBA 2K13,2012,20,3,1
9063,Science Papa,2009,1,5,6
9064,Yu-Gi-Oh! Nightmare Troubadour (JP sales),2005,4,15,9
9065,MySims Collection,2010,1,8,6
9066,Cities: Skylines,2015,15,317,8
9067,Football Manager 2012,2011,17,9,1
9068,Ape Escape Academy (jp sales),2004,17,4,6
9069,FIFA 06 Soccer,2005,19,8,1
9070,Rayman Arena,2002,19,6,3
9071,PaRappa The Rapper,2006,17,4,6
9072,4x4 EVO 2,2002,19,24,3
9073,X-Blades,2009,6,84,9
9074,Pro Yakyuu Netsu Star 2006,2006,7,26,1
9075,The History Channel: Civil War - A Nation Divided,2006,5,5,7
9076,Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,2010,17,132,4
9077,Cyber Sled,1995,13,4,9
9078,Puyo Puyo!! 20th Anniversary,2011,4,9,5
9079,Famista Returns,2015,10,26,1
9080,Bust-A-Move Deluxe,2006,17,12,5
9081,I Spy: Universe,2010,4,117,5
9082,Shining Soul,2002,9,11,4
9083,Littlest Pet Shop: Spring,2009,4,8,8
9084,The Amazing Race,2010,1,6,6
9085,Alvin and the Chipmunks,2007,4,206,6
9086,Far Cry: Primal,2016,15,6,9
9087,Need for Speed Underground 2,2005,4,8,3
9088,Dead Rising 2,2010,15,13,9
9089,Let's Cheer,2011,5,3,6
9090,Happy Feet,2006,1,40,9
9091,In the Hunt,1995,13,29,7
9092,Daytona USA Championship Circuit Edition,1995,24,9,3
9093,Major League Baseball 2K8,2008,1,3,1
9094,Marvel vs. Capcom 2: New Age of Heroes,2002,14,13,10
9095,SNK vs. Capcom: The Match of the Millennium,2006,7,9,10
9096,BlazBlue: Chrono Phantasma Extend,2015,11,148,9
9097,Alone in the Dark: Inferno,2008,6,11,11
